reviews;;
"Awas kejungkal…. 
tapi banyak juga yang tanpa literasi dan pemahaman keuangan yang cukup dan langsung ingin dengan “cepat” berinvestasi dan bahkan all-in tanpa mempunyai dana cadangan yang cukup atau tanpa memikirkan proteksi untuk diri sendiri seperti asuransi atau dana yang cukup di tabungan. Penting untuk diingat, jangan sampai “mencurahkan” semua dana sampai tidak ada uang di tabungan/sampai tidak ada dana cadangan &amp;  selalu “step-by-step” dulu sebelum berinvestasi, alangkah baiknya memiliki dana tabungan yang cukup untuk hidup dan memiliki asuransi diri dan keluarga untuk menghindari sesuatu yang tidak diinginkan. 
[%inyS%] [%lJef%] [%qFLX%] [%OviL%]";;
"makanye, dikasih ruang swing lebar orang orang malah marah marah ngomel dan jelek jelekin, padahal [%sPud%] mana perna jelek FA nye
[%HBMA%] bisa punya ruang swing sebagus BBRI? kagak lah";;
[%xnQt%] terima kasih telah menjemput saya di 7500;;
[%sBac%];;
"[%Molo%] 
[%ypjN%]
8.000 udah cukup ku jual😍
beli lagi di 7.000an🔁";;
"[%wvBi%]
HODLER MERK JANGAN KASI MURAH BIARIN PADA HAKA. ini saham premium [%XqWM%] versi halal anti ribawi
[%envt%]
[%phUT%]
[%JXpP%]";;
[%ywBA%] saya sangat setuju bang kalo abang ngomong tersebut konteksnya untuk saham sekelas [%hqvi%]. Saya cuma mengingatkan, ini cuma saham [%KGhu%] 😫😫;;
wkwkwkwk 69690 [%qkZp%] [%LBRV%];;
[%LKPJ%] [%Ehfg%] [%dEGS%];;
"[%JQIi%] [%tkEw%] Group lah dengan produknya Milklife
mungkin akan IPO dengan tagline $MILF (MILkliFE) 
[%SPqJ%] ketar ketir";;
[%VeKN%];;
[%ZAlx%] diversifikasi ke Dairy sukses menggerus total market share [%YlAs%] harus diapresiasi market;;
"[%EgJl%] mau  diakuisisi [%JdtM%],,,PSP SMMT akum trus,,saham beredar makin dikit.,Deviden interim SMMT sekitar Rp 150/lbr bakal dibagikan ke pemegang saham sebelum diakuisisi oleh INDY diharga Rp 1700/,lbr.
HOLD trus dan akum trus SMMT,,Saham beredar makin dikit.
$[%Qcuc%],[%Qdnj%],[%tzIp%]";;
[%rxUK%] cie yang nyangkut di 8000 udah ada harapan lagi 😁;;
Skuad bank langganan [%WYYq%] [%IyAN%] [%qBqo%] [%mJXe%] mau ambruk gmn jg pasti balik, volatilitas nya bisa ditoleran, when you had invested pasti merasa aman.;;
"Kenapa stockbit lemot parah? Mau jual aja gabisa🤔
[%rTmB%] [%zSBl%] [%BINl%] [%szzm%] [%mHgH%]";;
[%PQdr%] 8000 lah ~;;
[%jFrg%] road to 8000;;
Akhirnya Tembus [%rFlj%];;
"Undervalued [%wlrf%]
🔹 Positifnya laporan kinerja 1H22 beberapa emiten properti menjadi indikasi positif untuk pasar properti, yang berpotensi mendongkrak kinerja BBTN sebagai bank yang berfokus di kredit properti. Valuasi BBTN masih undervalued, dengan PBV di 0.76x vs rata-rata industri 1.94x. Dengan asumsi nilai wajar BBTN di PBV 1x, BBTN seharusnya dihargai 2030, potensi return +31.8% dari harga sekarang.
🔹 Secara teknikal, BBTN berpotensi melanjutkan rebound-nya setelah berhasil breakout dari resisten kuat di 1500, membentuk pola iHnS dengan target 1625. Breakout juga diserta volume yang cukup kuat. Investor asing juga membukukan net buy senilai Rp 4M kemarin.
- Buy di sekitar 1530-1550
- Target tdekat: 1610 (+4.5%) - 1625 (+5.5%)
- Stoploss: &lt; 1490 (-3.2%)
Disclaimer ON
[%nOAy%] [%GzPd%] [%rkCE%] [%ElDg%]";;
[%ORFd%];;
ini SB udh maintenance mulu masih aja ini porto w error g muncul datanya [%klhj%] [%UTmA%] [%rLZf%] [%OCoH%] [%Ijmf%];;
"Yaelah, saya debat panjang2, ternyata lawan saya dan junjunganya ecek-ecek semua. Lagaknya kayak yg iya-iya aja.  😅  Junjunganya cuman 100jt  dan muridnya 20jt aja gk nyampe-nyampe [%yBUw%] dan [%dnNi%] 
Sudah saya duga, dari bicaranya aja udah keliatan kalo orang sampah yg sok iya iya aja. Ngakak baca postingan comment-comment itu 
Ijin tag biar rame.
[%wHDG%] [%yTRa%] [%jDNR%] [%zzym%] [%eKZp%]";;
JAKARTA, [%fdRU%] — BNI Sekuritas memprediksi IHSG lanjutkan penguatan pada perdagangan Selasa (9/8/2022). Setelah pada perdagangan kemarin ditutup menguat pada level 7.086,85. Adapun level resistance indeks pada perdagangan hari ini berada di level 7.090/7.130/7.154/7.193, sementara level supp...;;
[%AOME%] [%Gzst%] [%ICzf%] [%Ovoh%];;
"Selamat pagi, 
Pergerakan [%gOWc%] (08/08) ditutup pada zona hijau dilevel 7875.  Berdasarkan volume transaksi 3 hari volume menurun kemudian dengan terbentuk candle doji yang diperkuat dengan indikator rsi posisi harga sudah overbought pergerakan harga Akan cenderung koreksi. Untuk range pergerakan di level 7700-7950
	
	
Klik follow untuk mengikuti informasi setiap harinya. 
[%lVun%] [%OQON%] [%QcoT%]";;
"[%greS%]
BOW 2500-2600
SL 2390
TP 2860-3000
tag [%gDId%] [%gtdg%] [%hphn%] [%EWii%]";;
"August 09th, 2022
Good morning,
S&amp;P 500 and Nasdaq slip to start the week as Nvidia warning puts brakes on market rally
Stocks struggled to hold their ground on Monday, following the S&amp;P 500′s third straight weekly gain, as demand concerns for the semiconductor industry weighed on tech names.
Dow.......32833  +29.1    +0.09%
Nasdaq.12645   -13.1     -0.10%
S&amp;P 500..4140   -5.1        -0.12%
FTSE.......7482   +42.6     +0.57%   
Dax........13688  +113.8   +0.84%
CAC........6524    +52.1     +0.80%
 
Nikkei....28249    +73.4    +0.26%
HSI........20046     -156.2   -0.77%
Shanghai..3237   +9.91    +0.31%
ST Times..3270    -11.9     -0.36%
IDX.......7086.85  +2.19    +0.03%
LQ45...1007.14    -0.66     -0.07%
IDX Energy...1769.03  +1.13    +0.06%
IDX Bsc Mat.1327.89  +12.85 +0.98%
IDX Industrl..1311.02  +5.69   +0.44%
IDXNONCYC..706.85   +3.04   +0.43%
IDX Hlthcare.1423.11  +0.28   +0.02%
IDXCYCLIC.....901.17  +2.62    +0.29%
IDX Techno..7955.16   -119.49 -1.48%
IDX Transp...2100.49  +36.44  +1.77%
IDX Infrast.....1037.54 -0.66      -0.06%
IDX Finance 1524.45   +0.21     +0.01%
IDX Banking..1153.32  +0.39    +0.03%
IDX Property.....698      +2.30    +0.33%
Indo10Yr....7.2679   +0.0084   +0.12%
*ICBI........333.7723  +0.1448 +0.14%👍*
*US10Yr.....2.7650    -0.0750   -2.64%*
VIX............21.29    +0.14        +0.66%
  
*USDIndx 106.4350  -0.1860  -0.17%*
Como Indx..281.80  +0.76  +0.27%
(Core Commodity CRB)
BCOMIN.....156.05  -0.26    -0.16%
*IndoCDS...117.26    -                -%*
  (5-yr INOCD5) 
*IDR......14876.00   -18.00  -0.12%*
*Jisdor..14915 .00  +11.00 +0.07%*
*Euro.........1.0194  +0.0011  +0.11%*
TLKM........31.34  +0.14   +0.45%
*(4674)*
EIDO.........23.71    +0.25  +1.07%
EEM.........40.11    +0.05   +0.12%
*Oil............90.59    +1.58    +1.78%*
*Gold ......1805.00  +13.80  +0.77%*
Timah. .24455.00          -               -%
*( Closed 05/8)*                          
*Nickel...21642.00  -828.00  -3.68%‼️*
*(Closed 08/8)*
Silver.......20.67      +0.83    +4.18%
Copper....358.50    +3.30    +0.93%
*Nturl Gas.....7.656  -0.345l   -4.36%*
*Ammonia....3890.00       -            -%*
*China*
(Domestic Price)(04/8)
 
*Coal price....371.00   +10.00  +2.77%*
(Agt/Newcastle) 
*Coal price....360.50   +13.75  +3.96%‼️*
(Sept/Newcastle)
*Coal price....320.00   +6.35     +2.02%*
(Agt/Rotterdam) 
*Coal price...296.25    +8.40     +2.92%*
(Sept/ Rotterdam)
*CPO(Okt).....4076    +188     +4.82%‼️*
(Source: [%jzya%])             
Corn............607.25   -2.75    -0.45%
SoybeanOil...64.32   +0.35   +0.55%
Wheat.........779.75   +4.00   +0.52%
Wood pulp...6726.00   unch    +0%
(Closed 08/8)
©️Phintraco Sekuritas 
Broker Code: *_AT_*
_Desy Erawati/ *DE*_
*Source*: Bloomberg, Investing, IBPA, CNBC, yBursa Malaysia
_Copyright: Phintraco Sekuritas_
[%DcxR%] [%fsrb%] [%fBBE%] [%SigT%] [%rQHx%]";;
"Pengalaman adalah Guru Terbaik selamanya
Kali ini saya akan bercerita tentang pentingnya hidup sederhana dan menghindari berhutang sama sekali selama anda mengarungi dunia pasar modal. mungkin ada kisah yang dapat anda pelajari
Cerita ini mungkin kisah kegagalan saya dalam berinvestasi.
dan layaknya sebuah kegagalan pasti menyisakan kerugian dan menyiratkan kisah berharga.
alkisah sekitar 2 tahun lalu saya mendapatkan fasilitas paylater sekitar 800rb. Nah yang namanya otak pikirannya duit duit dan duit.. saya berpikir bagaimana ya mengolah fasilitas ini supaya jadi untung ya.
Setelah beberapa lama berpikir. tidak sengaja saya melihat bisa membeli logam mulia di sebuah Ecommerce. Asli lagi. bisa ngutang paylater lagi... ""Taraaa""..... otak berkedip-kedip .. ""nah ini dia nih "".
akhirnya saya memberanikan diri menggunakan fasilitas itu . Awal sih lancar ya.. hasil emasnya saya gadai lagi ke pegadaian untuk beli saham . 
Nah ..di sini kesalahan saya.. teman saya juga sebenarnya sudah kasih ""warning "".. kalau mau invest saham harus duit bersih . jangan hutang. 
Namanya juga nafsu banteng ya..omongan beliau tidak saya gubris.. jeder...tak disangka tak di harapkan ada ,saya terkena cacar air (saya tidak menyalahkan takdir. yng saya salahkan cara saya yang sangat beresiko tinggi..  nah ini dia .. hamsyong sudah ya Allah..
karena pendapatan saya harian dari jualan online dan pekerjaan kurir online. macetlah cash flow saya.. karena 50 persen income hilang krn saya sakit.
akibatnya adalah hutang gadai menumpuk tidak tertebus.. saham terpaksa jual cut loss buat nutup hutang paylater . 
mau gak mau saya harus jual rugi lumayan. 
sesal hati tapi y sudah saya jadikan ilmu termahal dalam perjalann investasi saya. 
dari sanalah terbukti kalau mau invest di saham gunakanlah "" uang dingin "" semampu anda. sisihkan sedikit demi sedikit di RDN baru anda tanam di sebuah emitten pilihan anda. 
sambil menunggu waktu ""panen"".. disiplinlah top up saldo RDN anda. karena itu akan sangat berguna saat ada emitten yang bagus sedang murah anda tidak kehilanga kesempatan.
biarlah cara ini mungkin lama dan terkesan konservatif. tapi paling tidak ini menahan diri saya dari aksi ugal2an ala koboy. 
Untung gak ..boncos iya.. minta siapa coba kalo rugi di bursa... klau berdoa pun mungkin malah ditertawakan oleh malaikat.
mungkin dia akan berkata "" kau diberkahi dengan otak, kenapa tak kau gunakan? "".
ah sudahlah.. malu hati untuk berdoa yang penting bertobat jangan mengulangi yang sama. 
[%kCqm%]
[%VdzM%]
[%MgQh%]
[%wyTR%]
[%eLZL%]";;
"maunya untung terus tapi gak pernah mau belajar.. giliran salah langkah yang efeknya rugi . mending belajar lagi terus. Mencari kepintaran itu sudah sebagian langkah dalam mencari keuntungan. 
Investor harus pintar biar gak dibodohin pasar.
[%PiAZ%]
[%NrPC%]
[%YWsy%]
[%XIQW%]
[%Ehsw%]";;
"Lagi uji coba teknik baru jual-beli saham di [%qRro%]. Semoga teknik ini lulus dengan akurasi tinggi ya. Penggabungan analisa fundamental emiten dan psikologi para investor secara umum.
Kalau sukses.. ilmu saya akan bagikan gratis!
Minimal kalau saya sudah kaya melebihi hartanya Indra kenz sebelum masuk bui. wkwkwk
Wooow murah baangeeett!!! 🛺💨
random tag aja nih [%YXvO%] [%AfNA%] [%oWaR%] [%emZz%]";;
"[%LFda%] Ada yg mau ikutin jejak Warren Buffett 
[%oPub%]
[%rtPH%] [%xidE%] [%TODm%] [%ucvi%]";;
"Iseng ngechat Cust Service SB. Semua Waran-waran bisa hilang kalau transaksi di Pasar Nego.
Mungkin bisa cari teman atau sodara yang ga main saham tapi buka akun dan dijadikan “tumbal” untuk menyingkirkan penuhnya saham-W di Portofolio.
Atau…
Stockbit bisa bikin fitur hide saham-W supaya ga ganggu pengelihatan Portofolio kita.
Random Tag: [%uTJr%] [%sReP%] [%xgMt%] [%FOqK%]";;
"Sama halnya dengan jangan percaya kalau ada yg bilang ""Atas nama rakyat"". kalau ada yg bilang dia selau ""cuan konsisten "" jangan pernah percaya kata2 itu.. sekelas WB saja pernah rugi milliaran dollar.
Kalau ada yang bilang membantu untuk ""cuan konsisten "" udh pasti dia penipu atau malah dia yg jualan barang makanya dia yang ""cuan konsisten "" .
Ada istilah ""it's good to be true "". yg artinya terlalu bagus untuk jadi kenyataan. untung maksimal 20 -30 persen pertahun saja sudah sangat bagus di bursa. untung akumulasi lho ya bukan untung per saham.
Ingat ibukota itu memang kejam tetapi bursa lebih kejam dari ibukota. 
pakailah logika anda. sayangi uang hasil kerja keras anda dengan menggunakan logika akal sehat. 
[%DZRX%]
[%zVci%]
[%esht%]
[%GYDp%]
[%brKd%]";;
. Ketidakpastian global diperkirakan masih berlanjut pada tahun depan. Meski masih ada ketidakpastian ini, Kepala Ekonom Bank Central Asia (BCA) David Sumual meyakini Anggaran Pendapatan dan Belanja Negara (APBN) 2023 masih cukup untuk menjadi shock absorber pada tahun depan.  David melihat ada tant...;;
[%lBlt%] Big 4 [%EaXu%] [%zbmt%] [%IDNU%] [%Nfld%] diminati asing, sedangkan BNGA dkk tidak begitu dilirik. Emang big 4 secara reputasi and kinerja juga menang sih, so wajar aja. Namun karena itulah emiten yg diatas valuasinya murah murah, sehingga pantas diberi perhatian lebih.;;
 Saham emiten perbankan dalam konstituen indeks High Dividen 20 seperti BBRI, BBNI, BMRI, dan BBCA disebut menarik untuk dicermati usai rilis pertumbuhan produk domestik bruto (PDB) Indonesia hingga 5,44 persen. Hal ini lantaran sektor perbankan merupakan motor dari pertumbuhan perekonomian.Pada Jum...;;
[%MthQ%] gini aja trs sampe [%kfox%] ke angka 50;;
"[%hSQz%] lumayan buat jajan  Ketoprak
IG : Daniel Rusfanto
ngapain ikut Grup berbayar jika ada yang Gratis setiap hari tanpa harus pompom";;
"[%zVjc%] [%woaK%] makin parah eror nya.
[%xPRv%] [%KeTG%] [%eSgS%] [%KaLH%] [%NrQP%]";;
"Saham [%IDUR%] ini bener-bener tahan banting. Nyesel gue baru ambil dikit.
Menurut gue ini BBCA versi Halal hehe
[%ALQd%]
[%wNxi%]
[%lHFf%]";;
[%Duza%];;
[%kCrx%] gak kuat abis bensin;;
"Di zaman yang serba digital saat ini, membuat masyarakat terbantu dalam beraktivitas jika adanya koneksi internet yang lancar.
Internet memiliki dampak positifnya sendiri, seperti dapat tahu informasi terkini dan lainnya.
Lantas apakah kamu sudah merasakan manfaat dari internet?
Jangan lupa ikuti akun Stockbit kami di [%LpNV%] serta Instagram kami di [%NeTa%].id atau klik link berikut: [%XuPd%] untuk mengetahui informasi dan perkembangan terbaru dari [%axDl%] 😉
[%XXXw%] [%AfNB%] [%TNNP%] [%ktYy%]";;
"Kioson App adalah salah satu bagian dari ekosistem [%fUgu%], Kioson App mempermudah setiap individu dalam bertransaksi mandiri dan melakukan pembayaran seperti tagihan listrik, air, top up pulsa dan lainnya. Selain itu juga menjangkau masyarakat yang unbanked.
Follow [%Sxmn%]_id untuk info lainnya!
[%okue%] [%xUVb%] [%ZyAF%] [%xwDA%]";;
[%rjiK%] lho peternakan nya grup [%rvyl%] aja 1 tahun beres, bisa makin gerus [%VPwb%] bentar lagi;;
"[%cWRf%] tolong bilangin ke si KK, besok"" belinya [%vOZU%] [%vXQu%] atau [%UjPN%] aja
barangnya banyak kok seperti nubie baru main saham";;
[%EgUR%] [%yxMb%] Re-Test and fly;;
"Teruntuk yang sudah cuan, ingat… diatas Troposfer ada Stratosfer, diatasnya ada Mesosfer dan masih diatasnya ada Termosfer dan diatasnya lagi ada Eksosfer
[%gXeB%] [%zzep%] [%wYAb%] [%jkDK%]";;
"[%FNQN%] akankah minggu ini akan menjadi titik reversal poin setelah kenaikan sekitar 3-4 minggu terakhir?
monthly chart masih berpotensi melanjutkan kenaikan jangka panjangnya. saham-saham banking big cap dapat menjadi pilihan saham jangka panjang. 
semoga inflasi dunia tidak terlalu berpengaruh terhadap ekonomi indonesia. 
bukan ajakan jual-beli saham
[%cNfm%] [%RvXm%] [%zHCM%] [%NsiE%]";;
"🛑 Analisis [%ddrl%] (Sillo Maritime Perdana)
SHIP beberapa hari kebelakang ini terlihat menunjukkan kenaikkan dengan volume yang besar. Hal ini bisa menandakan bahwa SHIP sudah terkonfirmasi breakout double bottom-nya, dimana kalau sesuai dengan teori teknikal dia bisa naik menunu area 2100-nya.
[%CHff%]
[%XypZ%] [%WVwj%] [%asdQ%] [%fosk%]";;
[%RccL%];;
"[%weXn%] coba cek ini
Studi Kasus [%ZeiS%]
Bersama 
Zainal Fadhillah Pratama
(Bachelor of Informatics)
🎯Zoom Meeting
Kamis 4 Agustus 2022
⏱️19:45 WIB - 21:45 WIB
Link Zoom Akan dibagikan Admin
GRATIS DENGAN SYARAT MEMILIKI 20.000 LEMBAR SAHAM BMTR ATAU BAYAR SEIKHLASNYA
Daftar ⤵️
Gratis Screenshoot Total Jumlah Lot BMTR* Atau Bukti Transfer
(Biaya seikhlasnya berapapun diterima)
Ke [%TVGw%]
💰 Materi 
*Pengenalan BMTR
*4 Keypoint Progress
*3 Skenario Exit
*Diskusi &amp; Tanya Jawab
BAGI YANG TIDAK BISA IKUT ZOOM , HARAP MEMINTA REKAMAN VIDEO SETELAH MEETING SELESAI (ASAL SESUAI SYARAT YANG BERLAKU) 
[%xWjS%] [%VCyN%] [%JolF%] [%yPaP%]";;
mau bikin akun RDN stockbit bank nya cuman [%aLSB%] ama [%ydMb%] doang yak..kgak punya dua2 nya lg..kudu daftar...hadewww;;
"[%qbwz%] saya newbie kurang paham kenapa di chart ada candle merah ketika harganya hijau naik ya?
[%jUfl%] [%XRuI%] [%KDGy%] [%GNCn%]";;
[%pEuU%] close gap bisa la 8200;;
"[%SbsG%] mohon pencerahan ini yg error siapa udh d SL tp g bs pdhl AVG d posisi 188
mksih
[%GjCw%] [%TxFJ%] [%uXwa%] [%tGpx%]";;
[%HYmm%] hit.  tag [%ynXy%] [%uIFf%] [%APWS%];;
[%uTPm%] menggambar pemandangan anak TK [%DVPv%] [%fnkJ%] [%AYfQ%] [%jihU%];;
"Apakah Direksi [%Egph%] memiliki strategi untuk mengubah Danamon dari bank konvensional menjadi bank digital dengan sistem kantor digital?
Dijawab oleh Bapak Yasushi Itagaki: Bagi Bank Danamon, digital bukan merupakan sebuah opsi namun suatu keharusan. Yang menjadi perhatian adalah bukan pada apakah akan menjadi bank digital namun bagaimana kami melakukan digitalisasi. Dua hal yang perlu menjadi perhatian terkait digital; 
yang pertama bagaimana upaya untuk meningkatkan kenyamanan nasabah atau customer experience. Danamon senantiasa fokus dalam berinvestasi pada digital capability dalam context omnichannel.
Dalam menjangkau nasabah, Danamon memiliki multiple channel yaitu layanan kantor cabang, internet banking dan mobile banking. Dengan channel ini Danamon senantiasa berupaya meningkatkan kenyamanan nasabah melalui digitalisasi. Oleh karena itu kami mempelajari dan mengembangkan produk untuk digunakan Nasabah khususnya internet banking dan mobile banking. 
Hal kedua yang menjadi perhatian dalam digitalisasi adalah meningkatkan proses internal yang masih manual dikembangkan menjadi otomatis dan secara digital untuk mengurangi terjadinya human error dan efisiensi waktu sehingga nasabah akan merasa lebih nyaman. Transformasi Danamon merupakan keseimbangan model bisnis dari konvensional menjadi digital.
77,REKAP List LQ45 selama 10 Tahun [%EPbT%]";;
"tapi 10 tahun"""" - Ryan Filbert,Iklan IDX Channel,,,,,,,,";;
List ini kembali dimodifikasi.;;
akhirnya GGRM dilepas dari LQ45 Index,sehingga Jumlah saham yang ALWAYS LIQUID turun menjadi 17 saham.,,,,,,,,;;
Tipe INVESTOR MANAKAH ANDA?:;;
"halo kak2..
minta tolong sarannya dong
kira2 berapa persen yah kalo mau  Cut Loss?
Random tag
[%wZmd%] [%dYoa%] [%hrYH%] [%KbcU%] [%jjgc%]";;
"MAIN PAGI SPESIAL PRO 18%!
[%lAOZ%] diinfokan spesial tadi pagi di PRO hasilnya sukses ARA! 2 hari terakhir net buy dari broker underwriter nya (XA) jelas sangat besar sehingga tidak heran jika naik sebanyak ini! Nikmatnya sudah kemarin ARA, apakah hari ini juga akan ARA? 
HATM +22% 
yang mau ikutan bisa via bio ku ya!
[%eeKx%] [%scfX%] [%KZuy%] [%AXtF%]";;
[%kiAW%] yg mau masuk jgn kelamaan ngisi bensin bntar abis ini terbang;;
"PANTAUAN FAST TRADE 8 Agustus 2022
[%HirZ%]
[%uFpz%]
FREN
[ADA YANG MENARIK DI BIO..🚀] 
Pagi ini berpotensi, Semoga Cuan
Analisa kembali, bukan ajakan membeli dan hanya opini disc on
[%VmlJ%] [%ItyU%] [%yhpT%]";;
"Market Info - 5 Agustus 2022:

Top Akumulasi
- SAME - HP, 425
- WTON - MG, 218
- [%sOGr%] - KK, 335
- [%cRUy%] - KI, 3.865
- BBHI - ZP, 3.885

Top Distribusi
- [%OnII%] - AK, 860
- TAPG - BB, 690
- ASLC - AK, 195
- SRTG - YU, 2.465
- DEWI - AT, 149

Top Foreign Buy
- TLKM, 669 M, 4.635
- [%teXl%] , 461 M, 7.830
- UNVR, 74 M, 4.680
- BMRI, 61 M, 8.240
- MDKA, 58 M, 4.030

Top Foreign Sell
- BBRI, 170 M, 4.345
- BUKA, 78 M, 326
- INCO, 34 M, 6.105
- [%kUCo%] , 32 M, 760
- EXCL, 19 M, 2.590

Note: Angka disebelah kode saham merupakan harga rata-rata penjualan / pembelian pada akhir perdagangan kemarin. Silahkan LIKE agar kami tahu jika post ini bermanfaat dan dapat terus melakukan posting seperti ini, FOLLOW untuk mendapatkan update posting dan berikan COMMENT untuk request data lainnya. Join group telegram [%vBKN%]_idx untuk rekomendasi saham harian dan informasi rumor bursa.";;
"PANTAUAN PAGI 8 Agustus 2022

ARKO
[%RiqG%]
BBYB

[ADA YANG MENARIK DI BIO..🚀] 

Pagi ini berpotensi, Semoga Cuan
Analisa kembali, bukan ajakan membeli dan hanya opini disc on

[%kCGc%] [%xCfe%] [%RGpK%] [%kQIH%]";;
"Saat saham ini turun lansung ambil cuan 1-3% saja
[%DyuA%]
menurut kamu gimana? apakah pandangannya juga sama?

Tag Acak [%uOWV%] [%eFJC%] [%MACL%] [%rOTq%] [%QFwF%]
Disclamer on!

Segala informasi yang dimuat di sini, bukan merupakan ajakan untuk menjual atau membeli sebuah saham ataupun aset lainnya. Segala keputusan investasi ada ditangan kalian masing - masing";;
WASPADA !! [%jrcg%] [%eKwR%] [%ygUo%] [%uvxH%] [%kFZM%];;
"[%QVWc%] berpeluang menguat, strong buy [%Hkde%] [%rTrn%] [%OPrf%] buy [%zEhr%] MYOR
 [%mpVU%]";;
